pair_ID Entailment_Judgement Relatedness_score
1855 NEUTRAL 3.08
1856 NEUTRAL 3.61
1857 NEUTRAL 3.65
1858 NEUTRAL 3.08
1859 ENTAILMENT 4.44
1860 NEUTRAL 3.54
1862 NEUTRAL 4.44
1863 NEUTRAL 2.87
1864 NEUTRAL 2.74
1865 ENTAILMENT 3.33
1867 NEUTRAL 2.74
1868 ENTAILMENT 3.33
1870 NEUTRAL 2.79
1871 ENTAILMENT 3.33
1872 ENTAILMENT 4.44
1875 ENTAILMENT 4.44
1880 NEUTRAL 2.88
1883 ENTAILMENT 3.44
1885 ENTAILMENT 4.13
1889 NEUTRAL 3.69
1890 ENTAILMENT 3.34
1891 ENTAILMENT 3.41
1893 NEUTRAL 3.19
1895 CONTRADICTION 3.47
1896 NEUTRAL 4.13
1899 NEUTRAL 4.31
1901 NEUTRAL 3.64
1902 NEUTRAL 3.17
1903 NEUTRAL 2.37
1905 NEUTRAL 2.17
1906 NEUTRAL 2.37
1911 NEUTRAL 2.69
1913 CONTRADICTION 4.44
1914 NEUTRAL 3.5
1915 NEUTRAL 2.76
1916 CONTRADICTION 2.96
1917 ENTAILMENT 2.73
1920 NEUTRAL 2.32
1922 NEUTRAL 4.44
1923 ENTAILMENT 3.6
1924 ENTAILMENT 2.68
1925 NEUTRAL 4.44
1926 CONTRADICTION 4.44
1928 NEUTRAL 2.34
1929 NEUTRAL 2.15
1930 NEUTRAL 2.18
1931 NEUTRAL 2.07
1932 NEUTRAL 2.07
1933 NEUTRAL 2.18
1937 NEUTRAL 4.3
1938 NEUTRAL 3.7
1941 NEUTRAL 3.31
1945 CONTRADICTION 4.44
1947 NEUTRAL 3.77
1950 NEUTRAL 3.31
1951 CONTRADICTION 3.31
1953 ENTAILMENT 4.16
1956 ENTAILMENT 4.44
1957 ENTAILMENT 3.94
1958 NEUTRAL 2.02
1959 NEUTRAL 2.05
1960 NEUTRAL 2.02
1962 NEUTRAL 2.48
1965 NEUTRAL 4.04
1966 NEUTRAL 2.85
1968 NEUTRAL 4.32
1971 NEUTRAL 3.32
1973 ENTAILMENT 3.58
1976 ENTAILMENT 3.58
1977 ENTAILMENT 4.34
1979 NEUTRAL 3.17
1980 NEUTRAL 4.44
1982 NEUTRAL 2.24
1983 NEUTRAL 2.24
1985 CONTRADICTION 1.96
1986 NEUTRAL 2.4
1990 ENTAILMENT 3.69
1995 CONTRADICTION 3.98
1997 ENTAILMENT 4.02
1998 CONTRADICTION 3.38
2002 ENTAILMENT 4.08
2003 ENTAILMENT 3.33
2010 NEUTRAL 3.81
2013 ENTAILMENT 3.94
2017 NEUTRAL 4.44
2021 NEUTRAL 2.71
2022 NEUTRAL 2.42
2026 NEUTRAL 2.71
2028 NEUTRAL 3.77
2031 CONTRADICTION 4.26
2032 CONTRADICTION 3.19
2033 NEUTRAL 3.47
2034 NEUTRAL 3.44
2036 NEUTRAL 3.54
2039 NEUTRAL 3.54
2042 ENTAILMENT 3.21
2043 ENTAILMENT 4.44
2044 CONTRADICTION 3.61
2046 ENTAILMENT 3.21
2048 ENTAILMENT 2.1
2050 CONTRADICTION 3.21
2053 ENTAILMENT 4.44
2054 ENTAILMENT 3.72
2057 CONTRADICTION 3.61
2060 ENTAILMENT 3.82
2062 NEUTRAL 3.14
2063 NEUTRAL 3.98
2065 NEUTRAL 4.44
2069 ENTAILMENT 3.2
2071 NEUTRAL 4.16
2074 NEUTRAL 3.72
2077 NEUTRAL 3.58
2083 NEUTRAL 3.47
2085 ENTAILMENT 2.98
2093 NEUTRAL 4.44
2095 NEUTRAL 2.27
2099 NEUTRAL 3.09
2101 NEUTRAL 4.3
2106 ENTAILMENT 3.94
2108 NEUTRAL 3.1
2110 NEUTRAL 3.44
2111 NEUTRAL 3.01
2114 ENTAILMENT 4.44
2116 NEUTRAL 3.04
2120 NEUTRAL 3.04
2126 NEUTRAL 3.04
2127 ENTAILMENT 4.35
2128 CONTRADICTION 3.58
2129 ENTAILMENT 4.37
2131 ENTAILMENT 3.85
2133 ENTAILMENT 3.85
2134 CONTRADICTION 3.36
2135 ENTAILMENT 3.93
2137 CONTRADICTION 3.61
2138 ENTAILMENT 3.47
2140 NEUTRAL 3.61
2142 ENTAILMENT 3.19
2143 NEUTRAL 2.82
2147 ENTAILMENT 3.14
2149 NEUTRAL 4.44
2151 ENTAILMENT 4.44
2152 NEUTRAL 4.44
2154 NEUTRAL 4.44
2155 NEUTRAL 3.84
2156 NEUTRAL 2.83
2158 NEUTRAL 3.33
2159 NEUTRAL 3.38
2160 NEUTRAL 3.94
2161 NEUTRAL 3.33
2168 ENTAILMENT 3.54
2169 ENTAILMENT 3.06
2173 NEUTRAL 3.84
2174 ENTAILMENT 4.08
2177 CONTRADICTION 3.38
2178 ENTAILMENT 3.33
2182 ENTAILMENT 4.44
2185 NEUTRAL 3.61
2186 ENTAILMENT 3.87
2187 CONTRADICTION 3.32
2189 NEUTRAL 3.12
2190 NEUTRAL 3.87
2191 NEUTRAL 4.44
2193 NEUTRAL 3.84
2194 NEUTRAL 4.3
2197 NEUTRAL 2.57
2200 NEUTRAL 3.3
2201 NEUTRAL 2.88
2204 NEUTRAL 3.82
2206 ENTAILMENT 3.94
2209 NEUTRAL 2.65
2211 ENTAILMENT 3.01
2214 NEUTRAL 3.84
2216 ENTAILMENT 3.51
2219 CONTRADICTION 3.61
2220 ENTAILMENT 3.29
2223 ENTAILMENT 3.52
2224 NEUTRAL 3.37
2225 ENTAILMENT 3.52
2227 CONTRADICTION 3.61
2230 NEUTRAL 3.86
2237 ENTAILMENT 4.27
2241 NEUTRAL 2.41
2244 NEUTRAL 2.69
2245 NEUTRAL 2.69
2246 NEUTRAL 4.44
2248 ENTAILMENT 4.44
2249 NEUTRAL 3.61
2254 NEUTRAL 3.88
2255 NEUTRAL 3.69
2256 NEUTRAL 3.5
2257 ENTAILMENT 4.13
2258 CONTRADICTION 3.61
2262 NEUTRAL 3.2
2265 NEUTRAL 3.61
2267 NEUTRAL 3.61
2268 NEUTRAL 3.84
2269 NEUTRAL 3.28
2270 NEUTRAL 3.84
2271 NEUTRAL 3.28
2273 NEUTRAL 4.32
2276 NEUTRAL 3.72
2278 NEUTRAL 2.84
2279 ENTAILMENT 3.46
2280 NEUTRAL 3.32
2283 NEUTRAL 3.61
2285 NEUTRAL 4.44
2290 ENTAILMENT 4.44
2292 CONTRADICTION 3.61
2293 ENTAILMENT 4.02
2294 NEUTRAL 3.69
2295 ENTAILMENT 4.02
2296 NEUTRAL 3.27
2298 CONTRADICTION 3.61
2300 ENTAILMENT 4.44
2301 ENTAILMENT 4.44
2306 NEUTRAL 3.38
2312 NEUTRAL 4.44
2313 CONTRADICTION 3.61
2320 ENTAILMENT 2.81
2321 ENTAILMENT 3.47
2323 ENTAILMENT 3.51
2324 ENTAILMENT 2.63
2325 NEUTRAL 4.26
2326 NEUTRAL 3.54
2328 NEUTRAL 4.26
2331 NEUTRAL 4.08
2335 ENTAILMENT 4.44
2336 NEUTRAL 3.61
2337 ENTAILMENT 4.44
2342 NEUTRAL 2.58
2343 NEUTRAL 3.39
2345 ENTAILMENT 3.39
2346 NEUTRAL 4.28
2347 NEUTRAL 3.93
2349 NEUTRAL 4.37
2353 NEUTRAL 2.67
2354 NEUTRAL 3.08
2355 NEUTRAL 2.65
2356 NEUTRAL 3.08
2357 ENTAILMENT 4.34
2361 CONTRADICTION 3.56
2367 NEUTRAL 3.09
2370 NEUTRAL 4.44
2371 CONTRADICTION 4.44
2372 ENTAILMENT 4.44
2373 CONTRADICTION 4.44
2376 ENTAILMENT 4.44
2378 ENTAILMENT 3.17
2379 ENTAILMENT 4.3
2380 CONTRADICTION 3.56
2382 CONTRADICTION 3.33
2384 NEUTRAL 3.1
2387 NEUTRAL 3.54
2389 NEUTRAL 4.13
2390 NEUTRAL 3.61
2393 NEUTRAL 4.13
2394 NEUTRAL 3.54
2395 NEUTRAL 2.93
2396 NEUTRAL 4.44
2398 CONTRADICTION 2.98
2399 NEUTRAL 3.98
2403 NEUTRAL 3.89
2406 NEUTRAL 4.31
2408 NEUTRAL 4.44
2411 NEUTRAL 2.49
2412 NEUTRAL 2.47
2416 CONTRADICTION 3.28
2417 ENTAILMENT 2.86
2418 ENTAILMENT 4.44
2419 CONTRADICTION 3.61
2420 ENTAILMENT 2.88
2421 NEUTRAL 2.47
2424 ENTAILMENT 3.63
2425 ENTAILMENT 2.88
2427 ENTAILMENT 3.33
2428 ENTAILMENT 4.44
2432 NEUTRAL 3.44
2433 ENTAILMENT 2.98
2434 ENTAILMENT 3.81
2435 ENTAILMENT 4.44
2437 ENTAILMENT 4.44
2439 CONTRADICTION 3.61
2442 NEUTRAL 4.22
2443 NEUTRAL 3.6
2444 ENTAILMENT 4.22
2446 NEUTRAL 3.92
2448 NEUTRAL 4.23
2449 ENTAILMENT 4.44
2451 ENTAILMENT 4.44
2452 NEUTRAL 3.16
2453 NEUTRAL 3.08
2454 NEUTRAL 3.63
2460 NEUTRAL 3.69
2461 ENTAILMENT 4.44
2462 CONTRADICTION 3.61
2463 ENTAILMENT 3.79
2464 CONTRADICTION 3.26
2468 NEUTRAL 4.05
2469 ENTAILMENT 3.47
2470 ENTAILMENT 2.91
2471 ENTAILMENT 3.14
2473 NEUTRAL 4.44
2475 NEUTRAL 3.14
2477 ENTAILMENT 4.44
2478 NEUTRAL 3.69
2479 ENTAILMENT 4.44
2480 CONTRADICTION 3.61
2481 NEUTRAL 4.2
2482 CONTRADICTION 3.48
2483 NEUTRAL 4.14
2484 NEUTRAL 3.39
2487 ENTAILMENT 3.44
2489 NEUTRAL 3.25
2490 ENTAILMENT 3.44
2492 NEUTRAL 3.25
2493 NEUTRAL 3.25
2498 ENTAILMENT 4.44
2501 NEUTRAL 3.16
2502 NEUTRAL 3.07
2503 NEUTRAL 2.56
2504 NEUTRAL 2.57
2507 CONTRADICTION 3.61
2511 ENTAILMENT 3.65
2512 NEUTRAL 3.61
2513 NEUTRAL 3.74
2516 ENTAILMENT 3.74
2517 NEUTRAL 4.44
2519 ENTAILMENT 3.69
2520 CONTRADICTION 3.61
2522 ENTAILMENT 2.68
2523 CONTRADICTION 3.19
2524 ENTAILMENT 3.81
2526 CONTRADICTION 2.35
2528 NEUTRAL 4.44
2531 ENTAILMENT 3.69
2532 NEUTRAL 3.75
2533 NEUTRAL 3.69
2534 NEUTRAL 3.57
2536 NEUTRAL 3.75
2537 NEUTRAL 4.08
2541 NEUTRAL 4.2
2542 NEUTRAL 3.39
2546 NEUTRAL 4.44
2547 CONTRADICTION 3.61
2548 ENTAILMENT 4.44
2550 NEUTRAL 3.73
2552 ENTAILMENT 3.84
2556 NEUTRAL 3.5
2558 ENTAILMENT 3.51
2559 NEUTRAL 3.37
2560 ENTAILMENT 3.37
2562 NEUTRAL 3.19
2563 ENTAILMENT 4.13
2564 NEUTRAL 4.44
2565 CONTRADICTION 3.61
2567 ENTAILMENT 3.33
2568 NEUTRAL 3.88
2570 ENTAILMENT 3.88
2571 NEUTRAL 3.32
2573 NEUTRAL 4.02
2575 ENTAILMENT 4.44
2576 CONTRADICTION 3.61
2580 CONTRADICTION 3.22
2581 ENTAILMENT 3.72
2584 NEUTRAL 4.08
2585 NEUTRAL 3.54
2586 NEUTRAL 3.57
2587 NEUTRAL 3.54
2595 NEUTRAL 4.19
2598 NEUTRAL 4.13
2600 ENTAILMENT 3.46
2603 CONTRADICTION 3.58
2605 CONTRADICTION 3.59
2607 ENTAILMENT 4.14
2609 ENTAILMENT 4.35
2610 ENTAILMENT 4.08
2611 CONTRADICTION 3.44
2612 ENTAILMENT 4.08
2613 ENTAILMENT 4.44
2614 NEUTRAL 3.61
2616 NEUTRAL 3.54
2617 NEUTRAL 3.8
2618 NEUTRAL 3.6
2620 NEUTRAL 3.54
2621 NEUTRAL 4.26
2624 ENTAILMENT 3.84
2629 NEUTRAL 4.44
2631 ENTAILMENT 4.44
2633 NEUTRAL 4.44
2635 ENTAILMENT 4.11
2639 NEUTRAL 2.27
2641 ENTAILMENT 3.96
2642 NEUTRAL 3.6
2644 NEUTRAL 4.26
2645 NEUTRAL 3.61
2646 NEUTRAL 4.44
2647 NEUTRAL 3.61
2648 NEUTRAL 3.87
2649 NEUTRAL 3.18
2652 NEUTRAL 3.87
2653 ENTAILMENT 3.77
2658 ENTAILMENT 2.69
2659 CONTRADICTION 2.69
2661 ENTAILMENT 2.69
2663 NEUTRAL 2.51
2665 NEUTRAL 4.44
2667 NEUTRAL 4.44
2669 NEUTRAL 3.88
2671 NEUTRAL 3.88
2674 NEUTRAL 4.44
2676 NEUTRAL 3.77
2677 ENTAILMENT 4.44
2681 ENTAILMENT 3.94
2683 ENTAILMENT 3.94
2685 NEUTRAL 4.19
2686 NEUTRAL 4.3
2690 NEUTRAL 3.92
2693 ENTAILMENT 3.81
2694 ENTAILMENT 3.69
2695 ENTAILMENT 4.44
2697 ENTAILMENT 4.44
2698 CONTRADICTION 3.17
2699 ENTAILMENT 3.06
2700 ENTAILMENT 3.06
2706 ENTAILMENT 3.78
2717 NEUTRAL 2.09
2719 NEUTRAL 4.02
2723 NEUTRAL 3.57
2725 NEUTRAL 2.85
2727 NEUTRAL 2.51
2729 NEUTRAL 2.5
2732 NEUTRAL 2.28
2733 NEUTRAL 4.44
2736 CONTRADICTION 3.61
2737 NEUTRAL 4.02
2740 ENTAILMENT 3.08
2742 ENTAILMENT 4.44
2743 CONTRADICTION 4.44
2745 NEUTRAL 3.6
2746 NEUTRAL 3.4
2747 NEUTRAL 3.54
2749 CONTRADICTION 3.79
2750 ENTAILMENT 3.4
2753 NEUTRAL 3.69
2759 NEUTRAL 3.56
2760 ENTAILMENT 4.44
2762 NEUTRAL 3.54
2767 CONTRADICTION 3.09
2769 NEUTRAL 3.65
2771 NEUTRAL 4.27
2773 NEUTRAL 3.74
2780 ENTAILMENT 4.38
2781 NEUTRAL 3.21
2782 NEUTRAL 4.35
2785 NEUTRAL 3.28
2786 ENTAILMENT 3.81
2790 NEUTRAL 3.3
2793 ENTAILMENT 3.38
2794 CONTRADICTION 3.17
2796 NEUTRAL 3.3
2798 ENTAILMENT 4.44
2801 NEUTRAL 3.61
2804 ENTAILMENT 3.22
2805 NEUTRAL 2.81
2806 NEUTRAL 3.22
2808 ENTAILMENT 3.44
2810 ENTAILMENT 3.69
2814 ENTAILMENT 3.44
2816 NEUTRAL 3.77
2819 ENTAILMENT 4.44
2820 ENTAILMENT 3.38
2823 NEUTRAL 2.87
2824 NEUTRAL 2.62
2825 NEUTRAL 2.63
2826 NEUTRAL 2.94
2830 NEUTRAL 3.61
2831 NEUTRAL 2.57
2832 NEUTRAL 2.65
2833 NEUTRAL 2.4
2834 NEUTRAL 2.65
2835 ENTAILMENT 2.28
2836 NEUTRAL 3.81
2840 NEUTRAL 3.73
2841 NEUTRAL 2.94
2843 NEUTRAL 3.61
2846 NEUTRAL 3.61
2847 ENTAILMENT 4.44
2848 CONTRADICTION 3.61
2849 NEUTRAL 3.57
2852 NEUTRAL 3.11
2855 CONTRADICTION 3.61
2858 NEUTRAL 3.81
2859 ENTAILMENT 3.44
2866 ENTAILMENT 3.81
2869 NEUTRAL 4.44
2871 ENTAILMENT 4.44
2872 ENTAILMENT 4.19
2873 CONTRADICTION 3.61
2876 ENTAILMENT 4.44
2877 CONTRADICTION 3.61
2878 ENTAILMENT 4.19
2880 ENTAILMENT 4.44
2882 NEUTRAL 3.69
2884 CONTRADICTION 3.61
2885 NEUTRAL 4.44
2887 ENTAILMENT 4.44
2888 ENTAILMENT 3.69
2889 NEUTRAL 4.44
2892 NEUTRAL 4.44
2893 CONTRADICTION 4.44
2895 NEUTRAL 3.4
2897 NEUTRAL 2.66
2901 ENTAILMENT 4.44
2902 NEUTRAL 3.15
2904 NEUTRAL 3.6
2906 ENTAILMENT 2.94
2912 ENTAILMENT 2.83
2914 ENTAILMENT 2.88
2921 ENTAILMENT 4.28
2922 NEUTRAL 3.55
2923 ENTAILMENT 4.28
2925 NEUTRAL 3.68
2928 NEUTRAL 4.26
2929 CONTRADICTION 3.61
2931 NEUTRAL 3.36
2934 NEUTRAL 3.93
2940 ENTAILMENT 3.87
2942 ENTAILMENT 3.33
2944 NEUTRAL 3.33
2946 ENTAILMENT 3.69
2947 ENTAILMENT 3.69
2948 NEUTRAL 4.44
2949 NEUTRAL 3.61
2950 NEUTRAL 3.36
2953 NEUTRAL 3.36
2954 NEUTRAL 3.36
2962 NEUTRAL 3.53
2963 ENTAILMENT 4.24
2973 NEUTRAL 3.88
2975 NEUTRAL 4.44
2978 ENTAILMENT 4.44
2979 CONTRADICTION 3.61
2982 ENTAILMENT 3.53
2985 ENTAILMENT 3.53
2986 NEUTRAL 3.69
2987 CONTRADICTION 3.25
2990 ENTAILMENT 3.53
2991 NEUTRAL 3.47
2993 NEUTRAL 2.52
2999 NEUTRAL 4.02
3000 CONTRADICTION 3.41
3001 ENTAILMENT 4.02
3003 ENTAILMENT 4.02
3004 ENTAILMENT 4.31
3006 ENTAILMENT 4.27
3008 NEUTRAL 3.74
3009 ENTAILMENT 2.86
3011 ENTAILMENT 2.75
3012 ENTAILMENT 2.86
3013 NEUTRAL 2.67
3017 ENTAILMENT 4.44
3020 NEUTRAL 3.53
3021 ENTAILMENT 3.17
3023 ENTAILMENT 4.03
3025 ENTAILMENT 4.44
3026 ENTAILMENT 4.44
3028 NEUTRAL 3.27
3029 CONTRADICTION 3.27
3030 ENTAILMENT 3.27
3032 NEUTRAL 3.27
3034 CONTRADICTION 3.59
3035 NEUTRAL 4.31
3037 ENTAILMENT 3.94
3040 CONTRADICTION 3.57
3044 NEUTRAL 4.44
3045 NEUTRAL 4.44
3048 NEUTRAL 4.44
3051 ENTAILMENT 4.44
3052 CONTRADICTION 3.61
3053 NEUTRAL 4.44
3055 NEUTRAL 4.39
3056 ENTAILMENT 3.8
3057 NEUTRAL 4.39
3058 CONTRADICTION 3.6
3060 ENTAILMENT 4.44
3063 ENTAILMENT 4.44
3064 CONTRADICTION 3.61
3066 NEUTRAL 2.87
3067 NEUTRAL 3.25
3070 ENTAILMENT 3.25
3074 ENTAILMENT 3.63
3075 ENTAILMENT 3.19
3076 ENTAILMENT 2.94
3077 ENTAILMENT 2.94
3078 CONTRADICTION 3.29
3080 NEUTRAL 4.44
3082 NEUTRAL 4.02
3083 NEUTRAL 3.61
3084 NEUTRAL 4.02
3086 NEUTRAL 4.44
3087 NEUTRAL 3.1
3088 NEUTRAL 3.94
3089 ENTAILMENT 4.44
3090 NEUTRAL 3.61
3093 ENTAILMENT 3.03
3095 ENTAILMENT 3.03
3096 CONTRADICTION 2.69
3099 CONTRADICTION 3.61
3101 ENTAILMENT 4.44
3103 ENTAILMENT 3.74
3104 ENTAILMENT 3.07
3106 NEUTRAL 3.36
3108 ENTAILMENT 3.74
3109 NEUTRAL 4.44
3112 ENTAILMENT 3.44
3113 NEUTRAL 3.43
3115 NEUTRAL 3.64
3116 CONTRADICTION 3.16
3117 NEUTRAL 4.44
3118 ENTAILMENT 4.44
3119 NEUTRAL 3.81
3120 NEUTRAL 4.08
3124 ENTAILMENT 4.07
3125 ENTAILMENT 2.75
3127 ENTAILMENT 4.44
3128 NEUTRAL 3.44
3131 NEUTRAL 3.44
3133 NEUTRAL 3.44
3135 NEUTRAL 3.44
3136 ENTAILMENT 3.63
3137 CONTRADICTION 3.02
3138 ENTAILMENT 4.32
3139 NEUTRAL 3.79
3141 NEUTRAL 2.83
3142 NEUTRAL 2.59
3144 NEUTRAL 1.95
3145 NEUTRAL 2.78
3146 NEUTRAL 2.78
3147 ENTAILMENT 4.44
3148 NEUTRAL 3.94
3149 ENTAILMENT 4.02
3151 ENTAILMENT 3.55
3152 ENTAILMENT 3.77
3154 NEUTRAL 3.94
3155 ENTAILMENT 3.55
3159 CONTRADICTION 3.61
3160 ENTAILMENT 3.44
3163 NEUTRAL 2.93
3167 NEUTRAL 3.81
3168 NEUTRAL 3.69
3169 ENTAILMENT 4.44
3171 NEUTRAL 3.55
3172 NEUTRAL 2.96
3173 NEUTRAL 2.78
3175 ENTAILMENT 3.37
3176 ENTAILMENT 4.44
3177 NEUTRAL 3.6
3178 ENTAILMENT 4.44
3179 CONTRADICTION 3.61
3180 ENTAILMENT 3.6
3183 ENTAILMENT 3.81
3184 ENTAILMENT 3.6
3185 NEUTRAL 4.44
3189 ENTAILMENT 3.15
3190 NEUTRAL 2.29
3191 NEUTRAL 3.1
3193 NEUTRAL 3.1
3194 NEUTRAL 4.44
3195 CONTRADICTION 3.61
3196 NEUTRAL 4.07
3197 NEUTRAL 3.61
3198 NEUTRAL 3.84
3199 NEUTRAL 2.83
3204 NEUTRAL 3.69
3205 NEUTRAL 4.44
3206 NEUTRAL 3.61
3207 ENTAILMENT 4.44
3209 NEUTRAL 3.81
3210 NEUTRAL 3.69
3211 NEUTRAL 3.81
3212 ENTAILMENT 4.44
3215 CONTRADICTION 3.61
3216 ENTAILMENT 3.79
3219 NEUTRAL 3.19
3220 ENTAILMENT 4.21
3225 NEUTRAL 3.51
3226 ENTAILMENT 3.51
3229 NEUTRAL 4.02
3231 NEUTRAL 3.61
3233 NEUTRAL 4.44
3234 NEUTRAL 2.92
3235 NEUTRAL 3.13
3236 NEUTRAL 3.13
3237 NEUTRAL 3.19
3239 ENTAILMENT 4.44
3240 CONTRADICTION 3.61
3241 ENTAILMENT 4.44
3244 NEUTRAL 2.94
3245 ENTAILMENT 4.07
3246 CONTRADICTION 3.44
3247 ENTAILMENT 4.07
3249 NEUTRAL 3.6
3251 NEUTRAL 3.78
3259 ENTAILMENT 4.44
3263 ENTAILMENT 4.44
3266 NEUTRAL 4.1
3267 CONTRADICTION 3.53
3268 ENTAILMENT 3.95
3269 CONTRADICTION 3.57
3270 NEUTRAL 3.74
3276 NEUTRAL 3.77
3279 NEUTRAL 3.46
3282 NEUTRAL 2.62
3284 ENTAILMENT 3.44
3289 NEUTRAL 3.69
3290 NEUTRAL 2.49
3293 NEUTRAL 2.55
3295 NEUTRAL 4.44
3296 NEUTRAL 3.84
3297 NEUTRAL 4.44
3300 ENTAILMENT 3.4
3301 NEUTRAL 3.61
3302 ENTAILMENT 3.6
3305 NEUTRAL 3.6
3306 ENTAILMENT 4.44
3307 ENTAILMENT 2.94
3308 NEUTRAL 4.44
3309 CONTRADICTION 3.61
3310 NEUTRAL 3.53
3312 ENTAILMENT 3.35
3315 NEUTRAL 4.44
3317 NEUTRAL 4.44
3318 NEUTRAL 3.61
3320 NEUTRAL 3.88
3323 NEUTRAL 3.84
3326 NEUTRAL 4.44
3328 NEUTRAL 4.44
3331 NEUTRAL 2.79
3333 NEUTRAL 2.45
3334 ENTAILMENT 3.6
3335 NEUTRAL 4.13
3337 ENTAILMENT 4.44
3341 NEUTRAL 3.19
3343 ENTAILMENT 2.67
3348 ENTAILMENT 4.26
3350 ENTAILMENT 3.68
3352 NEUTRAL 3.09
3354 ENTAILMENT 3.68
3355 ENTAILMENT 4.44
3360 NEUTRAL 3.6
3365 NEUTRAL 3.61
3377 CONTRADICTION 3.61
3379 NEUTRAL 3.16
3380 ENTAILMENT 3.64
3381 NEUTRAL 2.78
3383 NEUTRAL 3.13
3387 CONTRADICTION 3.61
3388 NEUTRAL 4.33
3390 ENTAILMENT 4.35
3391 CONTRADICTION 3.56
3392 ENTAILMENT 4.33
3393 ENTAILMENT 4.26
3394 NEUTRAL 4.13
3399 ENTAILMENT 2.49
3401 ENTAILMENT 2.49
3402 ENTAILMENT 4.44
3403 ENTAILMENT 3.6
3404 NEUTRAL 4.26
3406 NEUTRAL 4.13
3408 ENTAILMENT 4.13
3409 NEUTRAL 3.15
3410 ENTAILMENT 4.13
3415 NEUTRAL 3.69
3417 ENTAILMENT 3.4
3419 NEUTRAL 3.4
3421 NEUTRAL 3.19
3423 CONTRADICTION 3.61
3430 NEUTRAL 3.52
3431 NEUTRAL 2.94
3434 NEUTRAL 3.54
3439 NEUTRAL 3.03
3441 ENTAILMENT 3.03
3442 NEUTRAL 3.77
3445 NEUTRAL 3.84
3446 NEUTRAL 3.47
3447 NEUTRAL 3.77
3449 ENTAILMENT 3.84
3450 NEUTRAL 3.84
3455 ENTAILMENT 3.72
3456 CONTRADICTION 3.32
3457 ENTAILMENT 3.88
3458 CONTRADICTION 3.22
3463 ENTAILMENT 3.69
3464 NEUTRAL 3.69
3466 ENTAILMENT 4.44
3469 ENTAILMENT 4.02
3470 NEUTRAL 3.19
3473 NEUTRAL 4.02
3474 NEUTRAL 3.33
3475 CONTRADICTION 3.01
3476 NEUTRAL 3.44
3477 ENTAILMENT 3.02
3478 NEUTRAL 2.91
3481 CONTRADICTION 3.61
3482 NEUTRAL 4.11
3483 NEUTRAL 4.44
3489 NEUTRAL 3.78
3490 NEUTRAL 3.44
3493 ENTAILMENT 4.35
3497 ENTAILMENT 4.35
3498 ENTAILMENT 3.89
3499 NEUTRAL 3.6
3502 CONTRADICTION 3.58
3506 ENTAILMENT 4.01
3509 NEUTRAL 3.12
3513 ENTAILMENT 4.44
3515 ENTAILMENT 4.44
3519 ENTAILMENT 3.88
3520 NEUTRAL 3.32
3521 NEUTRAL 3.88
3522 ENTAILMENT 4.2
3523 NEUTRAL 3.51
3524 ENTAILMENT 3.32
3525 CONTRADICTION 3.54
3526 ENTAILMENT 2.81
3527 NEUTRAL 2.71
3531 NEUTRAL 3.51
3532 NEUTRAL 3.63
3535 NEUTRAL 4.15
3540 NEUTRAL 3.31
3545 ENTAILMENT 3.44
3550 NEUTRAL 3.25
3551 ENTAILMENT 3.33
3553 ENTAILMENT 4.44
3555 ENTAILMENT 4.14
3557 ENTAILMENT 2.53
3558 ENTAILMENT 3.42
3559 ENTAILMENT 2.45
3560 NEUTRAL 3.04
3562 CONTRADICTION 3.22
3563 NEUTRAL 3.77
3564 NEUTRAL 4.44
3570 CONTRADICTION 3.28
3573 NEUTRAL 2.48
3575 NEUTRAL 4.44
3578 CONTRADICTION 3.61
3581 NEUTRAL 4.14
3583 NEUTRAL 4.14
3585 CONTRADICTION 3.61
3587 NEUTRAL 3.69
3588 NEUTRAL 3.81
3590 NEUTRAL 4.44
3591 CONTRADICTION 3.61
3593 NEUTRAL 4.13
3594 NEUTRAL 3.6
3595 ENTAILMENT 4.44
3596 CONTRADICTION 3.61
3597 ENTAILMENT 3.91
3599 NEUTRAL 3.34
3600 ENTAILMENT 3.88
3601 ENTAILMENT 3.72
3604 ENTAILMENT 4.44
3605 NEUTRAL 3.81
3606 NEUTRAL 4.1
3608 NEUTRAL 4.44
3609 NEUTRAL 3.87
3610 CONTRADICTION 3.08
3612 ENTAILMENT 3.71
3613 ENTAILMENT 2.79
3615 ENTAILMENT 4.44
3616 CONTRADICTION 3.61
3617 ENTAILMENT 4.44
3619 NEUTRAL 4.44
3621 NEUTRAL 4.44
3622 CONTRADICTION 3.61
3628 ENTAILMENT 4.44
3631 NEUTRAL 3.24
3632 NEUTRAL 3.24
3634 NEUTRAL 3.24
3636 CONTRADICTION 3.61
3637 ENTAILMENT 4.44
3641 ENTAILMENT 3.37
3642 NEUTRAL 2.88
3644 NEUTRAL 4.44
3645 NEUTRAL 3.27
3648 CONTRADICTION 3.61
3652 NEUTRAL 3.24
3654 NEUTRAL 2.59
3655 NEUTRAL 3.26
3656 ENTAILMENT 3.26
3659 NEUTRAL 4.34
3660 NEUTRAL 3.62
3662 NEUTRAL 3.07
3663 NEUTRAL 2.6
3664 CONTRADICTION 2.33
3665 NEUTRAL 3.07
3667 NEUTRAL 3.81
3671 ENTAILMENT 3.25
3674 ENTAILMENT 4.02
3675 NEUTRAL 2.76
3676 ENTAILMENT 4.02
3677 ENTAILMENT 4.44
3678 NEUTRAL 2.72
3679 NEUTRAL 4.44
